Username,Comment
apryprik1,guwe yg udah nonton full episode full senyum😁
whatever21042000,"jngan sebarin aib orang
gw aja punya semua vidionya diem aj🤐"
notmemaybe8,saya tukar dgn pulsa
rizkyravael95,bg udh bg ora kasian napa??
aranottiara,Kpan lagii punya Video cwek cantik😂😂
iyahaa2,ini apa si
bapae.tri,knpa gua kelat info Mulu Yallah kasian tapi kesalahan dia naro yg kaya gitu di geleri
dikomentar24_,liat video gua bang kocak lohh
dirahasriani,cek profil gue
sumar736,"pliss deh
apsih????
jlsin baik² woyy"
upa1_,ternyata bikin nagih😁
hery.26_,"semua org jga punya AIB,tpi kesian jga klo di sebar""in terus,kalian ga kesian apa,coba posisi klian yg kyak gitu,ancur bgt pasti."
_ourstory19.25_,ksihan dpet dia hny kbagian sisa ny syng nikahin mahal2😏
rosyad282,saya juga punya wahahah
dyyrawr4,bagi
dwiyy01,tapi kamu ga secantik freya😴
suchitasagianti,ngapaa sii
_bilbilbilaa,"jgn membuka aib orang lain ,semoga Abang yg pertama menutup aib orang ?"
xyz.an6,yng udh liat bilek
pragosloiki,minta yang file foto dong
_iyoanakbaik,bisa lah bagi file nya🗿
madzoke6,hanya seorang raja yang tak tergoda 😇
ammoyy_04,anj mana si vid nya
username911_111,bgii😭
mayariziq,semoga allah membuka aib mu di akhirat. see you bro
aansadardiri,yg nyebar jahat
anaktambang027,apem apemm
akunbot0972,gw mlh kasihan anjing.
_siiasan,Dosa jariyah
j_mbottt,Gw sebagai temen deket syakirah kecewa sihh
samudrodjoko25gmail.com,gua punya Vidio nya 3😂
_dein_01,kasihan ortunya
rahimanpasolle,anj dari tadi Mulu ini lewat ada apa sihhh
ndnkrmhhh._,"tolong lah gak usah di posting kasian orang nya pasti malu cba aja kalian bayangin klo kalian di posisi dia gmna rasanya
mohon pengertiannya 😁"
ayyizaa.ya,"hee aku punya videone lho,tpi 8 video wkwk"
cahyacahya6548,ini knp sih
ddh_v,sebarin bang smpe habis wkwk
indarasd,@leeeee_feliixxzzswzss
sxcxx_024,ada ada
alfintiktok76,"kok ketinggalan gua,duh gak bisa nih 😳"
alfintiktok76,50
rinaldi_shop9,udh liat semua🤤😋
frben_,"udh bang kasian , gimana kalo keluarga kalian di sebar orng gak tega kan,, mental nya juga kena takutnya plis la belajar berfikir dgn bijak yah tolong"
farzzzzz_000,Baru ntn 2 anjr
yt_lancelottiktok,susah nyari link gampang broo geleri gw penuh sama Vidio ini smpe ngleg hp gw Cok full album pkonyah sksksksk🗿
akmalakmal5521,tim yg udh nonton 🤤🤤🤤
zvnanllaa,bagi broo
_rendi440,@laalapoou
torowin2,yang 14mb
xx_taa33,udh bang kasihan
ynsanz2,kan salah dia juga woe tebar2 aurat rasain kan viral😏
.irham6,28 dong
parhannxyz,tiap aku sekrol ni semua
extrajosw,bagi😂
bagusii5,bisalh berbagi 😁
bagusii5,udah punya 7 nih
kaca_ebreg,mau kirim lewat mna bingung
tole2._,bagi bang
uuser110497,"Aneh aja sih dia gak merugikan siapapun termsuk orng"" ini tpi vid ny di bagikan ke publik😏😏 .. serndah itukh cara mncari Folower?"
.mikel28_,"cowok selingku banyak yang hujat
cewe selingku cuma hilaf"
semboyrusli_,"diam seperti cupu
bergerak mendapatkan semua video mu"
178_yaya,hutannya lebat cuk
khairulrij4l,"pasti dia malu keluar rumah🥺,kasian ya"
ndiraaut,bagi lah bg
wann.50,baru 8 nih
_jekyy21,bgi bang
siskafiona0,yok bisa yok mulai 1 sampai 20🥰
sgtrspop_,kerem lh Wee Vidio nyaa gosahh pelitt² kli klen
suaminyancut,"kasian sih, tpi klo ad duonya keknya mntap wkwow"
ressss.aaaaaaaaa,"mental dia down banget
tapi mungkin Allah menunjukan pasti ada selalu hikmahnya
jdi jangan gtu lagi yaaa
jgn solo harus double😅😅😅😅"
dectser,salhnya pcran
al150603_,bagi lh
reym814,bagi
ridhoa995,gak tau aja doanya ora terdholimi ini contohnya yang dholimi
syaaaaasq,ini cewe knpa sih gua ketinggalan zaman nih
j4sindxyy,mukanya gitu bngt
tikalvrs_,"minimal bagi"" gys"
com_intel_id,udah lagi kasian.
november_vibes,col mek
ahmadaldih6,udah udah lah.. fyp barang yg ssst... kasian anak orang.. nangis tar 😂😂
booh406,percuma cantik kalo begitu😅😅
novin603,saya punya
hlmhnay,bagi bng
crescentmoon_07,gw tau gr2 temn cowok gw post di sw.
ijinberdakwah11,daritadi fyp nya kek gini trus... tapi gatau kenapa 🙄
ucupp.reall,bagi lah Abang
tiara52954,"sudh bnyk fyp yg viral tapi untungnya gua ngg
pnsran nyari bgnian jdi skip aj lah 🗿☝️"
andi5370,hadeh bukanya tutup aib org bang lu malah ngumbar.
taestarfallmlbb,assalamualaikum cantik
gstkomngebit,kasian sumpah
wigaaaaa1,emang ga punya rasa kasian ?
plokatom,pw nya apa bangg
kennalfawi25,bagi oi
miskadahmad,coba kirim😂
dniiuw18,"kasian dia sendirian, kenapa enggak bilang k aq aj klu pengen😂"
bungasmjntk_,gw ada full vidio coyy banyak banget dia buat
almadalhany,malah di jj in🗿
xyyyzzz352,"apa coy , gua abis Los streak"
aryl123347,infoo linkkkkkkkkkk
liliilyzee,udah lah bro ksian diaaaa
rismatzkyy,okey aku ga tau ini kenapa tapi liat orang orang kok pada ini yah😔apalagi yang cw²
jemieeee2,kok ak ga punya?
taniaafya,udah woee kasiannnnn
jojoxxwkwk,"isi branda ni mulu anjayy
kasih tau gak woyyy ni knpee"
deviimeilanni,"Syakira,ciya,mika semua tersusun rapih digaleri ku"
sagigurl232,YTTA
putrasandores07,yang pertama nyebarin siapa ya kasihan tau 🥺
rsn2759,barangnya shakira bagus bet dah
ghinazulfamusyaropa,"udah bang, kesian dia gmn kalau misalnya dia itu anak lu"
userjly265,gw yng dlu pernah satu pesantren sama dia bilek:🗿
momeykiul,kasian cantik²🗿
thefishandthecat,gatau apa apa sumpah dah
wiwinyunada,tetanggane nek roh auto julid
06s0r41,👌👈
imoyimoy4,sehat² cowo mahal
choco2i5,"ikut prihatin,,semoga netizen bisa memaafkan bukan memanfaatkannya"
yoga_prtam,"ksian oii pada g punya hati smua cba lu smua diposisi dia gimn,gd kemanusiaan bngt dh"
aidilhilmy,"hmm krna hp y ilngg
truss bergaii 🤣"
userr202038738281,Akhir zaman👌
user7343262377744,tobat bg.login ml Bae gua Estes hyper
andrimashailla1,bagi bang
asriyati023,"fyp elit
berbagi sulit. 😏"
yfaaa0604,video ee dlu e
santi_layla,dah liat gwe
jokomandhuuu,ᴀsʟɪ ᴘᴀᴋᴇ sᴏᴅ
_teknisibalap,gw punya video nya cuma 1
nad154yeaa,mbak Syakira nya cantik dan juga normal..😂
putradenegrat4,seht selalu buat cwo yg kek gtu
25_november06,SUMPAH OTAK NGELEG
lia081aja,gw punya pas lagi nyong
wadekiwkiw,Napa sih Weh kasih info lh
renglebbhek,gua punya sihh. tpi kasian aja sebar
ivorydream6,sumpah stelah tau kasus nya gw kasian sebaiknya yg punya jan disebarkan lagi dan bagaimana jika ini terjadi pada kita
mak.jawa0,ini nih yg gw takutin wkwk
si_dah1,Untung pemeran nya Cantik🥺motif e dendam kayak nya.
popcron3y,bgi Dong bg
liaaw.ww,syakirah adalah penerus arachu🤣🤘
spotifyinajaaa,muluss bgtt yaaaa😔
ingat_tujuanmu_king_,"g lucu seriusan g lucu,hargai privasi org lain,ini bukan perihal baperan bngt atau apa tapi ini emg g bisa dibikin bercandaan woi kasihan kk nya"
februarypisces___,udah lah berhenti kasian mbak nya
tshazztns1,bagi bro
manzz_aja74,"Cwo¹ kl lu mau muka Lu sehat aura lu sehat , Ga ush nnton bginian Perbanyak Sholat"
user1237856902,"bagi cuk, berbagai itu indah😂"
meylestari_0,adasih mw ksih tw gk cra cepatny
hazelnut__202,numpang pansos segitunya.
chippbunnyss,gua udh full album 1 GB lebih🗿
benii742,lololo ga bahaya ta
vegaputih84,bagi kak pliis🙏
jsnnniiii23,bgii bngg
unknow160503,astaghfirullah padahal cantik😳
hodie742,"yg warna maron oke bang,bening😂"
dhhfjkfyissty_fijfdil,𝙩𝙪𝙝 𝙩𝙞𝙣𝙜𝙜𝙖𝙡 𝙨𝙖𝙡𝙞𝙣☝️
dhhfjkfyissty_fijfdil,sak mene bolo 🤲
miftahh_123,njjl tak copykan link e
dhhfjkfyissty_fijfdil,gak duwe tele mas
miftahh_123,nek tele akeh bolo😂
ryansyah202,kei to bolo😅
ohyaaaa45,gw punya nih beberapa
hanipbiasaja,sedekah
rsyamlxxi,gmn caranya sihh woy
ilzam.28,mn banh?
user2428626927945,mana bang
mrestuaditya3,"sini gw ada bro ,"
mohdazmie.97,bgi bg
in.piyaaa,koyak bh😂
user4963067122607,"kalo cwo ku simpan""ke gini gw putusin sdh"
akubalaram69,"kalian g kasian gtu sama dia???..maaf nanya,🙏🙏"
balshittt,Apa emng ny cuk
cdut_08,Berisik suara air keran suuuu
ellyermawati022,yakin g ada yg mau bagi?
denz_1501,kasian cok
userjnx1s3bo85,vidionya udah nyampai papua 😆
arianto.yustina,Sebenar nya kita semua punya aib masing masing dan sekarang mari nikmati aib nya dlu banana papaya
syaacxc,bagi dlu dong
mhamdrhmat_,dia ngirim itu ke siapa sih?
gilbertw001,"kasian woyy, stop sebar ga sih viral anjay soalnya"
an.zizaa,dah nonton cry
jeme_kite...11,"knpa sih,serius nanya"
sapzz_19,mantap sekali 🤤
fahri7p0,tersusun rapih dan aman terkendali
user2505280710,bagi bg aduhh
sila34210,kasian ga sih?
modegelap6308,woi bagi² lahh Cok berbagi itu indah Lo wey
rickybe01,knp sih bg
brownfirst,Bagi bang
madeline.6x7,gua senang berbagi loh
ccntsly_,😄
mil_zammil03,nonton habis lebaran🙏
boman_050602,untung abang 2 baik sekali udah ada di broser
.ikel21,boleh kirim????
ciaaaulsz02,gk bsa ngomong lagi
an.zizaa,kasiaannn 😌
nandaputriy,kenapa emang nya
ugihhh14,tidak penasaran
zeng_xinyue_,ling mn Ling oi
namendkado22,santai bang bandar mainya rapi bos
chanell2561tania,gue dh tegok ngeri amat mba 😅
qorytamdany0,ini knp sih gak paham gw?
renitaagaciaww,bagi dong bang
sopowe__,Knp sii pdhal kn aib orng
babayoba8,full ready hhaha
sayangkamu8971,ada ga relawan disni penasaran bngt ama vidionya
rais1872,sak mane 🤲 lo
frairyyraaa,@m.esca_ @markkulbetz selalu di hati
sheyyy11_,@garomng__
mhmmdsahdinor,oh ini
4uraa11,gak tau sumpah😳
zrennytss,yg nnton pda gaa tkt dosaa ya?
farzxz_1333,gw yg udh punya😳😂
arnaaulia1,mana bg bgi
username19020312,mau dong
prestianyhana,mau dongg
_v1aaaaa,lokit nganb
guegfjeno_,mauuu
md.setyawan,di twitter ad kok
subaryxzz,hnya kegiatan biasa
ntannyra,yg blum tau mari cari tau😂
_ndnfa,@ana💥
dike_angraaini,njaii
ainunnanang,Lima puluhh😂
ipehaja45,@Mas_Ahmad yareh gell
gctiater,"sumpah ga ngerti ,apa aku memang ga tau ketinggalan ya"
trihaikalmulyaniputra,"astagfirullah jagan di sebarin kasihan loh aibnya di sebar dmna""😌jadi kasian liat kakaknya😔"
itz_via_27,sama bang
ramdanim22,astaghfirullah haladim
pakuning19,@krisna_mi
peju4ngringgit,ini mode hijab ya gaes yak😂😂😂 klo udh mode warr beuhhhhh dahsyat.. single fighter....😁
piansiregar123,kirim
deriz_93,anjir gua bisa gak tau yh
aisyadel,ketika tangan jadi andalan😂
manusia_hancurr,uda uda kasian
manusia_hancurr,"heh kesian woy dia gk salah cmn ada yang nyebarin karna hp nya ilang
dia jadi malu kalo keluar"
inii_aallll,maaf ga dulu
aca_xye,:https://khaddavi.net/tt817 FULL ALBUM NO PW
debeobei_05,pnya tpi saat di donwnlod kn bisq tuh tpi saat udg slesai kedonwlond kita hrus estrak/masukin kta sndi aku gk tau kta sndiny yg tau bisa kasih tau gk
shrlggk,kasian woi jangan di sebarin ..kelen nanggung dosanya
nizamgai,"Berbagi itu indah lo, bagi bagi dong 😁"
ahmadzaini.gmail.com,bgi² lh walaupun 1 aj gpp😌😌
ro_tv_channel,maksud Vidio itu apa bngt
dka1122,pdhal cntik😳tp sayang🥱
an_story96,𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪😝
apasiiigajeeee,orang polos mau tau jg nie
tahuwalikmbknanajos,link anjinh
ashaacuyy,sehat² buat cwo² yg belum liat☺️☝️
marlon_jawapride,Alhamdulillah belum liat
tegaarr31,dosa jariyah bro
citrayuliana37,tobat bro lu di pandang baik di luar sana karena aib lu masih tertutup karena Allah 🥰
rhmaaanisaa6,@wulann
muhammadadiputra68,akhir jaman😌
hairilmusab67,"Nora sumpah lu min,lu baru nyebur yah.udah lama viral nya.malah ditambah viral lagi di tiktok bayangin posisi lu disitu gimana perasaan nya"
user5764037133584,Rill Cucu Sugiono😂
uduksoposopo15,B aja padahal
iraaaa771,"ku kira??
dan ternyata..."
rrrpenasaran,@fitrisyaurahmi
ariya_nandi11,yg ga tau itu rahasia cewek masa g tau☺️
shelllaaaaa_aeeeee,"apa sih,kok kakak tu lewat beranda mulu🤔"
chuaks_hlab,gw adaa nihh
_abellkuu,gw ada ni cuma 8 vidionya
nyiuwnyiuw,gwe punyaa 🙏
mirrorball242,kasian loh
kyalaayw,kasian aib nya diumbar kemana mana😔
isriwiltai,apa sihh ini
_siall,"gw liat di twitter ngk bisa di buka, njirr padahal penasaran tingkat dewa"
_siall,gua punya semuaaa vid sm ft nya
iamchicken23,follow
andyysputraaa,bgi
muhcagil,"gua punya semua foto dan video,baru aja siap nonton sambil menyendiri😁"
abbasarifin,emang ini cewek napa
dirisendiri_123,pemersatu bangsa
abdul_mawon,hati hati ya para cewek kalau kayak gini malah dapet dosa jariyah
gesa788,uda nnton aku
apririzky4,bagiii
0805azasyach_,Asatjim 😂
queen03.24,"lama lama gw banting ni hp, fyp isinya syakira mulu"
amelput15,krmlah dlu
hinatachan1686gxe0,hhha bang gw mah di sembunyiin vdio nyaa🤣
imbajr.4,ada apa sih penasaran aq
jnrdy_ady,anjir gua udh liat..
hau.a,👍
efendol,bagii dng pgn tauu jg
putraaji5959,info link
xyourrpm,"Karna penasaran jdinya aq cari videonya, trnyata ketemu juga...
Astagfirullah..."
dreyyaacc,kasian dia bang
putra07580,iya
vv.muttt,awok² mantap
gemini_18696,ituh temen gw
acuy59,hadeh isi fyp syakirah terus
laalbicelleste7,bagi gan
arkaneysaalfhar15,heran yaa begituan di vidio sendiri aduh gak ngerti dah😂
ctrcllst,Kirim lag
nokjanah4,ha?
entokji,gw gak ngerti anjing
mrss_3036,hrusnya jngan difiralkan karna setiap orang pasti juga pernah begitu.
secndxz_,the real perawan 🫰🇮🇩🫢
andidadanf,@M ?
nostalgiaaa72,assalamualaikum 😅
ridoramadhan28,gua tebak pasti lantai kamar mandi nya warna hijau+berbulu😂
barra.shakeel,Inget Dosa Bng
kikiadit_,full album tersusun rapi ni boss 😁
mualihmuatir26,"cantik sih,tapi sayang"
nnevay,mantap 😅
ridhosaputra237,ke gt pink?
sahim.com1,pink bro
mas_henkkk,gue hnya punya 16 vidio
mejikom45,up
alot466,info2
wongspele125,"yg d kasih pap kurang beruntung apa LG, gua aja nonton deg2 an😂"
asmaramlbb1,ingat tujuan kita king
al_farizqy_72,luar dalam cantik 🥰
muh.haikalputra1,padahal ada yang baru lagi ee yang viral stakira 😅
4tak4,njrrr gueee kepoooo
rojekcongslet,Alhamdulillah masih gg tau nonton.. gg nyangka iman ku masih tebel ☺️
rullcute023,bagi woi sombong banget lu pada
kicong03,ingat tujuan mu king 👑
katuaan1,coba minta bang😁
bekti191,bagi dong bang gue lebih butuh ini dari pada thr
shen_angelis,aku punya😂
12yuhu_,kesian ama ka shakira pasti ďia trauma
macdemarcofan924,bang jgn di bagiin y itu aib kasian kakak nya ntr abg juga dosa jariyah lohh
keanumorrysvaendi,gak dibuka kok bg
ferieka18,skip
jupjoker,untung punya videonya
wanggujr,dh lha gk ngerti ajg
sigabepartombus,"rasa penasaranq udah terobati,,,total 16 mp4,,masih mencari kurangnya 🥰"
xyz_byhanz,dah gw liat pun smua vidio nya 😏
fikkk2606,"buat umat muslim jangan di umbar atw di cari , soalny dlm islam tidak di perbolehkan"
rizkiii371,aib orang kawan
lucyy000,team sat set
sahiraaaamani,maaf sebelumnya bang aku jga udh punya 😅
lucyy000,bagiii
prayuda8,🤚aku sudah punya
stand_.upps,𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪🥺🥺
rgjoooo,coba bang krim
perdi_sebastian,buat pelajaran bagi yg lain... betapa mudahnya bagi allah
prayuda8,aku ada 10 video
a_pha_,𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪🥺🥺
gilabola_9,@sya.5919 neh
prayuda8,masih bocil..
1lakilakibrengsek,𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪😳😳
dolphinthelimit,"gw jg ada cmn bedanya gw gk pamer, nikmatin aja sndirii tanpa d sebar luaskan"
prayuda8,"emang apaan ya we.. gw cowok gamer ga tau yang viral"" apaan dah"
im_kojel325,𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪🥺🥺
partirur,bagi bang
prapucinno,bagi lah bg
awentyg,yang udh nonton 🗿💅
dickysartono,kirm Napa si pelit amat😏😏
maskeceng28,Gagal hijrah gara2 dia 🤦
siraju1998,mntak vidionya bang
indhragurrero_27,semoga dg teguran ini kak syakira berubah jd jauh lebih baik lagi dan mau berubah.jangn pernah mrasa lebih baik dr kk syakira🥰
prayuda8,bossan kuy😅
knyongee,𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪😳😳
kruger_37,adakah sedekahh
agiarff,jagalah aib saudara sesama muslim insya Allah ntar di hari kiamat Allah akan sembunyikan aib mu kawan
rivalalexsa.0,hidupkan VPN mu dan mari telusuri google mu🤣
rivalalexsa.0,@rikodwiaguss
drunnk.text,cek cek
prayuda8,@𝙎𝙖𝙡𝙯𝙖. Iki opo se kok fyp truss
janet01945,𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪🥺🥺
utara36rafi,kasian cu
taufiq________,yg lain mantap bro buah rambutan nya aja lpa mau di buang rambut nya hahaha
fat_cat23,inilah kenapa tujuan gw selalu gagal karena tak kuasa menahan cobaan atau godaan 😂
fat_cat23,bagi lh
jerryjhee_6,BG mna bg
joelsyahputralimbong,dia ngapain sih
gskowgelsja,info?
hanif7181,Kuruss amat tu cewekk
zoy_dabyy,di bagi lah.walau pun itu zholim😁😁😁😁
mekk_king150,minta bng gua blom tau
abcdefgh475,udah bosan liat nya
be_love___,"padahal cantik lo dia, ko bisa ya"
_arlanart,hoby banget manen doss
zahratunnisa322,janda ni
lshayw,isine ngono kabehh
igarayz_13,eee cah ikii
_m4tchaenak,artinya apa bang Messi😂
fidigzx,cakep bner anjgh
yoksskece.ya,@yogagcembung813 golek i tod
fidigzx,hihi😂
yoksskece.ya,yo kui leh lagek viral golek i biasane we pinter ok
khoirul2504,apane
opex_kun,"gua kasih tau cara download di web,tp follow dulu gais"
uyojho.boganitotabuan,bagi bg pliss
yudik52,muka pemain
ratu.disa,bagi dong bg film y
jiyoup,ksian:( Gatau sekacau apa mental dia sekarang cuma krna cwo anj*ng
strallbase,kalian jahat😡😡😡😡
jlzmii,beda orang
mukaramm8,hati² KARMA IS REAL IN YOUR LIFE.
sarina.ina0328,dh liat di ytb Ram Official di 😁
_yasssss0,"kasian banget njirt gmn perasaan ceweknya psti depresi banget coba semua orang yg dh tau diam aj gtu GK ush sebar"" gtu"
sarina.ina0328,biasa netizen mh gini andai adek lu gitu juga apakah gk malu
_yasssss0,gk mikir perasaanx ne
sarina.ina0328,biasa para warga +62
agungxmateriil,banget njirt
cmleaa_2,"yang penasaran buka playstore, download browser anti blokir, klik pencarian syakira viral tiktok
done."
ajiprmana,kasian cuyy jgn gitu lahh
fandy503,cantik sih tapi sayang banget ga bisa jaga mahkota nya 😏😏
raflystore12,gua jadi kasihan liatnya orang tuanya perasaan gimana yah kalau tau
alifvindo,viral @syakiraviralgede
selamatlelewali,"coba smua cewe cntik hp nya ilang😳,
beh tambah gede ni rudal"
user9241303524541,perempuan juga gituyah😁
fary6452,bagi bg
opet10_0,Hhhh Membagikan Aib Orang. Sungguh Sempurna 😎
coolhand97,bagi dong satupun gk ada nih
petani_cmk,😳😳😳
user265699245330,"cantik luar dalam,😁"
user265699245330,emang apaan co gue gak tauu🧐
zakyhou,pensar emng knpaa
as_f1r,gak usah tau ntar tau😏
arinputrim22,"itu yang suka sebarkan aibnya orang, pasti keturunannya sama seperti itu"
aialfiaialfi,"@bilqyis:tidak ada manusia yg luput dari kesalahan, stop jangan sebarkan vidio saya"
iyan_tralala2,ouhh aku baru tau ternyata ka Syakira begitu hmmmmmmm deh jd y 🙂🙃
bangb672,cek di yt KENTAL MANIS
iwang2820,"definisi "" manusia tidak ada yang sempurna """
ihlas325,ingat bro. matahari sudah mendekat ke kepala kita wkwkwk. ingat !
hi_looksfashion,berbagi itu indah bang.
santrigus_iqdam,saya doakan semakin banyak yang menonton dosa untuk hisab hisabnya dialihkan kepada yang membagikan dan yang menontonnya
_cut_isra,"mestinya prihatin temen2, Ini AIB jgn di sebar,,,"
ramdan_ar,link 🔗
ootdgenz.id,kasian woy
hitammawar25,warga twitter sangat meresahkan 😅😅😅😅
mafiananas,SESUNGGUHNYA TIPU DAYA WANITA ITU SANGAT DAHSYAT ( Qs. Yusuf : 28 )
kforjz,saya bnyak
riskiikki953,selalu ketinggalan asyu
paulinnnnnnnnn_13,bagi bang😂😳
panteq333,apaan sih njir ketinggalan berita gue
promotiktok132,bang mau bang
siabng5,Seberapa nyeselnya dia
benny_varyzt,brang nya bgus bnget gak ada lawan galeri ku bnyak😂
kelicurgangk,𝚜𝚊𝚝𝚞 𝚏𝚘𝚕𝚍𝚎𝚛 𝚔𝚞𝚍𝚞𝚜😁😁😁
sadvibess219,bagi bang plisss😫🙏🙏🙏
mantan_mu99,"gw punya 6 Cok
aslinya berapa"
maira_kl,"sabar dx smoga suatu sa,at ada seseorang yg bisa nrima adx apa ada nya, manusia tak pernh luput dari kslhan🤲🤲🤲🥰"
celoboyk,knp sih njir
sanmax321,"tutup aib org lain, allah akan tutup aibmu"
supermarco010,ada apa ini rame rame🌚
varledold._,nyarii nya dimna bangsat
zulfikal31,bagi bg😁😁
grendel_fram,"bagi lh bg, 😁😁"
herrydaihatsusampit,Bagi dok☝️
mandili07,bahagia sekali kalian 😏
duniamikroskopis,jngan gara2 mau di like ato d follow.klian rela mngumbar2 aib sseorang.
anakmudaallinprabow,udah tersusun rapi di drive 🤣
anakmudaallinprabow,udah nonton cuma 6 vidio doang adanya
johanes_heyper,di link webset banyak
rsjaya86,"bagi bagi lahhh kak
selagi bulan suci lohhh"
icha_0853.akunkedua,gw paling benci dgn akun link ada dibio gw.. gk ada link yg lgsg bisa buka ja
prayuda8,jujur dia kenapa soalnya dri kmren freya semua fyp ku
kade_465,𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪😁😁
epan.hollix,idola 🤗
user9133731515390,penasaran sama pcr nya yg mnt2 video dia gimana ya apa bertagung jwb nikahin dia 😁
lhadiwr,info link
adrian_evano_aditiya,bagi bagi lah cuy😂
yougkhen1,qw ketinggalan rek addass
rndyka88,bagi dong bang penasaran
